film_page,name,category,content,img
http://fast-torrents.co/2834-muza-2019.html,Муза (2019),"Фильмы,Ужасы 2019","Всемирно известный писатель Гарри Ньюман пытается смириться со скоропостижной смертью своей жены и дочери. Он уезжает в свой особняк во Франции и остается в полном одиночестве, скорбь выжимает из",http://fast-torrents.co/uploads/posts/2019-03/medium/155338890612scxw.jpg
http://fast-torrents.co/2833-mister-madzhnu-2019.html,Мистер Маджну (2019),"Фильмы,Комедии 2019,Мелодрамы 2019",Любимец колледжа плейбой Викрам Кришна никогда не заводил серьёзных отношений. И вот он встречает очаровательную студентку Нитту.,http://fast-torrents.co/uploads/posts/2019-03/medium/155338890112scxd.jpg
http://fast-torrents.co/2832-somneniya-tomasa-2018.html,Сомнения Томаса (2018),"Фильмы,Драмы 2019","После того, как у белой пары каким-то необъяснимым образом родился черный ребенок, их доверие, дружба и любовь подверглись огромному испытанию..",http://fast-torrents.co/uploads/posts/2019-03/medium/155338860212scxa.jpg
http://fast-torrents.co/2831-krutoy-muzhik-2019.html,Крутой мужик (2019),"Фильмы,Боевики 2019,Криминальные фильмы 2019,Драмы 2019","Встречу безкомпромисного офицера уголовного розыска Суня с мажором Чжао Таем можно описать одной фразой: нашла коса на камень. Их обоих называют шишками, но в Биньхае - Большая Шишка может быть",http://fast-torrents.co/uploads/posts/2019-03/medium/155338801412scwr.jpg
http://fast-torrents.co/2830-lazarat-2019.html,Лазарат (2019),"Фильмы,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019","Действие триллера, основанного на реальных событиях, разворачивается в самом сердце Албании. Перед зрителем предстает мир, полный наркотиков, преступности, обмана, позора и опасности, скрывающихся на",http://fast-torrents.co/uploads/posts/2019-03/medium/155338800512scxb.jpg
http://fast-torrents.co/2829-okonchatelnyy-schet-2018.html,Окончательный счёт (2018),"Фильмы,Боевики 2019","Во время террористической атаки племянница Майка затерялась где-то на футбольном стадионе, где они смотрели текущий матч. Ему придётся вспомнить все свои старые навыки, чтобы спасти девочку и",http://fast-torrents.co/uploads/posts/2019-03/medium/155335560214205876126176574162810912.jpg
http://fast-torrents.co/2828-postroim-vse-zanovo-2018.html,Построим всё заново (2018),"Фильмы,Мелодрамы 2019","Джулс Бриггс и Лэнс Веддел давно распавшаяся пара, она дизайнер, а он подрядчик, оба занимаются ремонтом и перепродажей домов. Работа снова сводит их вместе, и возрождает угасшие чувства.",http://fast-torrents.co/uploads/posts/2019-03/medium/15533553021imgonline-com-ua-resize-uououy1ikkntigx4.jpg
http://fast-torrents.co/2827-bezumnaya-mamochka-2018.html,Безумная мамочка (2018),"Фильмы,Комедии 2019","Фанни живёт и радуется жизни. Но неожиданно она узнаёт, что над её сыном, Артуром, издеваются в школе.",http://fast-torrents.co/uploads/posts/2019-03/medium/155335500212sc2l.jpg
http://fast-torrents.co/2826-my-2019.html,Мы (2019),"Фильмы,Триллеры 2019,Ужасы 2019,Мелодрамы 2019","Картина расскажет о семейной паре, которая вместе с детьми и друзьями приезжает в пляжный домик в надежде расслабиться и отдохнуть. С приближением ночи становится понятно, что покой им не светит,",http://fast-torrents.co/uploads/posts/2019-03/medium/155335470212sc2j.jpg
http://fast-torrents.co/2822-gryaz-2019.html,Грязь (2019),Фильмы,"Фильм «Грязь» основан на автобиографической книге о музыкальной группе Motley Crue, подготовленной писателем газеты Нью-Йорк Таймс, «Грязь: признания самой одиозной рок-группы в мире». Группа играла",http://fast-torrents.co/uploads/posts/2019-03/medium/155332860512sahn.jpg
http://fast-torrents.co/2820-zakatat-v-asfalt-2018.html,Закатать в асфальт (2018),"Фильмы,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019,Драмы 2019","Старого ищейку Риджмана и безбашенного Энтони отстраняют от дел после того, как в сеть попадает видео, где напарники жестко выбивают признание из подозреваемого. Не имея других средств к",http://fast-torrents.co/uploads/posts/2019-03/medium/155332830212sb9d.jpg
http://fast-torrents.co/2819-chernyy-sad-2018.html,Чёрный сад (2018),"Фильмы,Ужасы 2019","Дни главного героя тянутся лениво и скучно. Он работает журналистом на фрилансе, но получив странную фотографию от бывшей по почте с не менее странным адресом, решает изменить свои будни.",http://fast-torrents.co/uploads/posts/2019-03/medium/155332800612sbcx.jpg
http://fast-torrents.co/2818-maniakalnyy-2018.html,Маниакальный (2018),"Фильмы,Ужасы 2019","Предприимчивый экстрассенс Терренс Бромфилд устраивает платные экскурсии по самым жутким домам в Британии. Набрав группу зрителей, он выходит на связь с духами и рассказывает гостям свои видения.",http://fast-torrents.co/uploads/posts/2019-03/medium/155332770112sbf9.jpg
http://fast-torrents.co/2817-dom-vverh-dnom-2018.html,Дом вверх дном (2018),"Фильмы,Комедии 2019","Антуан — убеждённый холостяк, соблазнитель и любитель вечеринок. Он живёт в роскошных парижских апартаментах со своим приятелем Томасом.",http://fast-torrents.co/uploads/posts/2019-03/medium/155332740619aaeb08a63a9.jpg
http://fast-torrents.co/2815-pohischenie-2019.html,Похищение (2019),"Фильмы,Боевики 2019","Мужчина просыпается рядом с фонтаном в неизвестном азиатском городе и не помнит, кто он и как здесь оказался. Блуждая среди незнакомых пейзажей, он начинает понемногу вспоминать обрывки из прошлой",http://fast-torrents.co/uploads/posts/2019-03/medium/155327490212sa7t.jpg
http://fast-torrents.co/2814-udivitelnoe-puteshestvie-volkenbruha-v-obyatya-shiksy-2018.html,Удивительное путешествие Волкенбруха в объятья шиксы (2018),"Фильмы,Комедии 2019,Драмы 2019","Молодой ортодоксальный еврей Мотти Волкенбрух оказывается на распутье двух дорог: его любимая мать хочет, чтобы он женился, и выбирает ему невесту за невестой. К сожалению, ни одна из девушек не",http://fast-torrents.co/uploads/posts/2019-03/medium/155327460712sa7s.jpg
http://fast-torrents.co/2813-materinskiy-instinkt-2019.html,Материнский Инстинкт (2019),"Фильмы,Драмы 2019","Когда у женщины похищают дочь из больницы, она объединяется с еще одной жертвой похищения ребенка в борьбе с незаконной организацией по усыновлению..",http://fast-torrents.co/uploads/posts/2019-03/medium/155327460212sa7v.jpg
http://fast-torrents.co/2812-cholo-2018.html,Чоло (2018),"Фильмы,Криминальные фильмы 2019",Юг Италии. Роза - женщина с тяжёлым прошлым.,http://fast-torrents.co/uploads/posts/2019-03/medium/155327160612sa7u.jpg
http://fast-torrents.co/2811-emi-shumer-lichnyy-rost-2019.html,Эми Шумер: личный рост (2019),"Фильмы,Комедии 2019","Эми Шумер вживую выступала в Чикаго, где она шутит о браке, беременности и личностном росте..",http://fast-torrents.co/uploads/posts/2019-03/medium/155327130212same.jpg
http://fast-torrents.co/2810-idealnaya-mat-2019.html,Идеальная мать (2019),"Фильмы,Триллеры 2019","Натали присоединяется к группе мам, чтоб справиться со стрессом материнства, которое легло на её плечи после свадьбы. Но за всё нужно платить.",http://fast-torrents.co/uploads/posts/2019-03/medium/155327100212samf.jpg
http://fast-torrents.co/2807-limonad-2018.html,Лимонад (2018),"Фильмы,Драмы 2019","Молодая румынка Мара переехала в США вместе с 9-летним сыном Драгошом, чтобы выйти замуж за американца по имени Дэниел, которого она практически не знала. Жизнь в Америке сильно расходится с",http://fast-torrents.co/uploads/posts/2019-03/medium/155324250712sz81.jpg
http://fast-torrents.co/2806-malenkoe-dermo-2018.html,Маленькое дерьмо (2018),"Фильмы,Драмы 2019","Пол - трудный ребёнок, встречи с которым люди пытаются избежать. Они молятся, чтобы их дети никогда не стали такими.",http://fast-torrents.co/uploads/posts/2019-03/medium/155324250212sz8b.jpg
http://fast-torrents.co/2805-troynaya-ugroza-2019.html,Тройная угроза (2019),"Фильмы,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019","Международная преступная группировка посылает команду профессиональных киллеров убить дочь миллиардера, которая задумала положить конец их криминальной деятельности. Спасать девушку будут трое",http://fast-torrents.co/uploads/posts/2019-03/medium/1553241610104eb53859bd3.jpg
http://fast-torrents.co/2804-udivitelnaya-zhizn-doktora-frankenshteyna-2018.html,Удивительная жизнь доктора Франкенштейна (2018),"Фильмы,Документальные фильмы 2019","В 1818 году Мэри Шелли создает роман «Франкенштейн или современный Прометей», влиятельный и актуальный во все времена. Его главная тема — не что иное, как стремление человека узнать секрет жизни.",http://fast-torrents.co/uploads/posts/2019-03/medium/155317620712synl.jpg
http://fast-torrents.co/2803-izobretalnica-zhazhda-krovi-v-silikonovoy-doline-2018.html,Изобретальница: Жажда крови в Силиконовой Долине (2018),"Фильмы,Документальные фильмы 2019","История мульти-миллиардной компании в сфере технологий «Theranos», о ее основательнице Элизабет Холмс, самой молодой из миллиардеров, и о серьезном обмане, потрясшем всю организацию..",http://fast-torrents.co/uploads/posts/2019-03/medium/155317620312synh.jpg
http://fast-torrents.co/2800-piloty-tada-2018.html,Пилоты Тада (2018),"Фильмы,Документальные фильмы 2019","У Риз Донакью, казалось бы, идеальная жизнь. Ее будущее полно ярких возможностей.",http://fast-torrents.co/uploads/posts/2019-03/medium/155317530212syng.jpg
http://fast-torrents.co/2799-idealnoe-rozhdestvo-klary-2018.html,Идеальное Рождество Клары (2018),Фильмы,"Рождество мечты одаренной десятилетней девочки видеоблоггера идет наперекосяк, когда ее папа вдруг уезжает в Нью-Йорк всего за два дня до праздника, а пес Люк сбегает из дома, отчего мечты девочки",http://fast-torrents.co/uploads/posts/2019-03/medium/155317500712syug.jpg
http://fast-torrents.co/2798-kniga-monstrov-2018.html,Книга монстров (2018),"Фильмы,Комедии 2019,Ужасы 2019","Совершеннолетие, которое Софи собиралась отметить вечеринкой, оказалось полным провалом: у порога двери её дома появляется пугающего вида книга, призвавшая из иного мира несколько ещё более пугающих",http://fast-torrents.co/uploads/posts/2019-03/medium/155317500312sywu.jpg
http://fast-torrents.co/2797-propavshaya-semya-2018.html,Пропавшая семья (2018),"Фильмы,Триллеры 2019","Счастливая семья возвращается из отпуска и попадает в руки семейки грабителей, которая захватила их дом. Чтобы выжить, им придётся вступить в смертельную схватку с беспощадными и готовыми на всё",http://fast-torrents.co/uploads/posts/2019-03/medium/155317470212synf.jpg
http://fast-torrents.co/2796-pochti-zhenaty-2018.html,Почти женаты (2018),"Фильмы,Комедии 2019,Мелодрамы 2019","Мэдди расстается со своим школьным женихом, который оказался изменником. Одинокая и подавленная, она ищет друга своего детства Бобби и узнает, что он теперь успешный фотограф и приезжает в родной",http://fast-torrents.co/uploads/posts/2019-03/medium/155317440212syne.jpg
http://fast-torrents.co/2795-svekrov-ubiyca-2019.html,Свекровь-убийца (2019),"Фильмы,Триллеры 2019","Клэр всегда любила своего сына Джима и внучку Сидни, но у неё были проблемы с женой сына, Эллисон. Когда Эллисон объявляет о серьёзном повышении, из-за которого придется приехать в другой город,",http://fast-torrents.co/uploads/posts/2019-03/medium/155317410612sygw.jpg
http://fast-torrents.co/2794-protivopolozhnost-krovi-2018.html,Противоположность крови (2018),"Фильмы,Боевики 2019","Два брата - один успешный и респектабельный доктор, а второй - международный наёмник и специалист по сомнительным операциям, воссоединяются после многолетней разлуки, чтобы противостоять мафиозным",http://fast-torrents.co/uploads/posts/2019-03/medium/155317410112synj.jpg
http://fast-torrents.co/2788-prizrak-materi-2018.html,Призрак матери (2018),"Фильмы,Боевики 2019,Ужасы 2019","Энджел встречается с Седриком - талантливым подростком, которому пророчат звездную карьеру в НБА. Однако мать Седрика считает, что эти отношения могут погубить его карьеру и всячески старается",http://fast-torrents.co/uploads/posts/2019-03/medium/155316090812sxcl.jpg
http://fast-torrents.co/2787-pismo-smerti-2019.html,Письмо смерти (2019),"Фильмы,Триллеры 2019,Детективы 2019,Драмы 2019,Ужасы 2019","Хэллоуин - время для забавных переодеваний, застолий и безобидных страхов. Но только в том случае, если вы не стали жертвой «Бу!».",http://fast-torrents.co/uploads/posts/2019-03/medium/155316090212sxaj.jpg
http://fast-torrents.co/2786-volshebnyy-park-dzhun-2019.html,Волшебный парк Джун (2019),"Фильмы,Мультфильмы 2019","Однажды фантазерка Джун обнаруживает, что придуманный ею чудесный Парк развлечений реален! Но его существование под угрозой, и Джун нужен план спасения ее Мечты. Помогут девочке ее новые друзья -",http://fast-torrents.co/uploads/posts/2019-03/medium/155316060212sxnq.jpg
http://fast-torrents.co/2785-soldat-2018.html,Солдат (2018),"Фильмы,Боевики 2019,Военные фильмы 2019","Фильм посвящается китайским героям-революционерам, которые помогли освободить Китай и весь мир от гнёта японского фашизма..",http://fast-torrents.co/uploads/posts/2019-03/medium/155316030312sxtg.jpg
http://fast-torrents.co/2783-ekstremalnaya-rabota-2019.html,Экстремальная работа (2019),"Фильмы,Комедии 2019,Криминальные фильмы 2019","Детективы из отдела по борьбе с наркотиками ведут наблюдение за бандой наркоторговцев, сидя в пустом кафе напротив. Когда выясняется, что преступники часто заказывают здесь доставку еды, копы",http://fast-torrents.co/uploads/posts/2019-03/medium/155310960212swq7.jpg
http://fast-torrents.co/2782-zhenschina-kotoraya-lyubila-zhirafov-2018.html,"Женщина, которая любила жирафов (2018)","Фильмы,Документальные фильмы 2019","Доктор Энн Иннис Дагг, зоолог, специалист по жирафам, отправляется в Южную Африку по следам своей экспедиции 1956 года. Она наблюдает ужасающий контраст между миром жирафов тогда и сейчас.",http://fast-torrents.co/uploads/posts/2019-03/medium/155304270212sw48.jpg
http://fast-torrents.co/2781-geroini-pustyni-2018.html,Героини пустыни (2018),"Фильмы,Драмы 2019","Продолжая революционные традиции, героические китайские женщины борются с пустыней организовавшись в армию занимающуюся посадкой зеленых насаждений..",http://fast-torrents.co/uploads/posts/2019-03/medium/155304240312svrh.jpg
http://fast-torrents.co/2780-zvonok-mertvecu-2018.html,Звонок мертвецу (2018),"Фильмы,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019,Детективы 2019,Ужасы 2019","Судмедэксперт Пауль Херцфельд обнаруживает в голове чудовищно изуродованного трупа записку, на которой - телефонный номер с указанием: позвони и узнаешь судьбу своей похищенной дочери. На острове",http://fast-torrents.co/uploads/posts/2019-03/medium/155304210112svyh.jpg
http://fast-torrents.co/2779-ubiyca-pod-krovatyu-2018.html,Убийца под кроватью (2018),"Фильмы,Триллеры 2019","После смерти своего мужа Сара со своими дочерьми переезжает в другой город, надеясь на то, что сможет начать новую жизнь. Одна из её дочерей сталкивается с травлей в новой школе и решает исправить",http://fast-torrents.co/uploads/posts/2019-03/medium/155304180312sw49.jpg
http://fast-torrents.co/2777-bitva-za-zemlyu-2019.html,Битва за Землю (2019),"Фильмы,Фильмы 2019,Триллеры 2019","Мы всегда знали, что не одни в этом мире. Мы отправляли сигналы в надежде получить ответ.",http://fast-torrents.co/uploads/posts/2019-03/medium/155292000212stgx.jpg
http://fast-torrents.co/2776-tayny-krossvordov-smertelnaya-zagadka-2019.html,Тайны кроссвордов: смертельная загадка (2019),"Фильмы,Детективы 2019","На теле владельца ограбленной художественной галереи найден кроссворд. Тесс, редактор кроссвордов газеты ""Нью-Йорк Сентинел"", обнаруживает улики в кроссвордах.",http://fast-torrents.co/uploads/posts/2019-03/medium/155291970112stga.jpg
http://fast-torrents.co/2775-grehi-i-soblazny-2018.html,Грехи и соблазны (2018),"Фильмы,Триллеры 2019","Главная героиня - пастор в церкви, которую начинает посещать молодая пара, недавно переехавшая в город. Через очень короткое время юная жена бесследно исчезает, и она оказывается впутанной в",http://fast-torrents.co/uploads/posts/2019-03/medium/155291940112stsr.jpg
http://fast-torrents.co/2774-volna-prestupleniy-2018.html,Волна преступлений (2018),"Фильмы,Комедии 2019,Криминальные фильмы 2019","Сын Лейре Бланко, Айсер, случайно убивает своего отца. Чтобы выпутаться из этой истории, Лейре начинает громоздить враньё на враньё, пока не запутавается сама и не запутывает всех вокруг.",http://fast-torrents.co/uploads/posts/2019-03/medium/155291910212stsq.jpg
http://fast-torrents.co/2771-iscelenie-greys-2-2018.html,Исцеление Грэйс 2 (2018),Фильмы,"В жизни Гафа всё меняется: он теряет свою любимую лошадь Грейс, которая так помогла когда-то Райли, и в то же время узнает о том, что у него есть внучка. Юная Джесси больше всего на свете хочет,",http://fast-torrents.co/uploads/posts/2019-03/medium/155290650212ss8x.jpg
http://fast-torrents.co/2770-ee-storona-krovati-2018.html,Её сторона кровати (2018),"Фильмы,Комедии 2019,Драмы 2019","Рейчел Нолан — молодая нью-йоркская писательница, которую бросил парень. Она вновь съезжается со своей лучшей подругой Николь, которая клянётся любым способом помочь ей пережить разрыв, но после",http://fast-torrents.co/uploads/posts/2019-03/medium/155290590312ssav.jpg
http://fast-torrents.co/2769-predatelstvo-2018.html,Предательство (2018),"Фильмы,Триллеры 2019","Энни останавливает полиция, когда она возвращается домой на машине парня. Обыскивая автомобиль, офицер находит окровавленный нож.",http://fast-torrents.co/uploads/posts/2019-03/medium/155290560312stgz.jpg
http://fast-torrents.co/2768-radi-deneg-ili-lyubvi-2018.html,Ради денег или любви (2018),"Фильмы,Комедии 2019","Сказочный роман преобретает неожиданный поворот, когда Марк узнает, что его красивая будущая невеста, Конни, строит против него меркантильный план..",http://fast-torrents.co/uploads/posts/2019-03/medium/155283720612srvw.jpg
http://fast-torrents.co/2767-lyubov-smert-i-roboty-1-sezon.html,"Любовь, смерть и роботы (1 сезон)","Фильмы,Мультфильмы 2019","Проект ""Любовь, смерть и роботы"" - это отдельный вид искусства. Сериал представляет собой великолепную смесь историй, представленных в совершенно различных жанрах.",http://fast-torrents.co/uploads/posts/2019-03/medium/155283720212soh6.jpg
http://fast-torrents.co/2766-ee-zapah-2018.html,Её запах (2018),"Фильмы,Драмы 2019","Мятежная панк-звезда Бекки пытается вернуть себе вдохновение, которое когда-то привело её рок-группу к успеху. Для этого ей нужно разобраться в отношениях со своими коллегами и с бывшим мужем, а",http://fast-torrents.co/uploads/posts/2019-03/medium/155283690212srbd.jpg
http://fast-torrents.co/2765-kogda-narushayutsya-klyatvy-2019.html,Когда нарушаются клятвы (2019),"Фильмы,Триллеры 2019","Опасаясь за свою жизнь, молодая девушка разрабатывает продуманный план побега от своего жениха-тирана, который ей шагу не даёт ступить. Пройдёт ли всё так, как она задумала, и что будет, если",http://fast-torrents.co/uploads/posts/2019-03/medium/155283660312ss1w.jpg
http://fast-torrents.co/2764-prigorodnyy-klub-svingerov-2019.html,Пригородный клуб свингеров (2019),"Фильмы,Драмы 2019","Молодая семейная пара совершает серьезную ошибку, когда соглашается на участие в вечеринке секретного клуба свингеров в их районе, потому что в скором времени их начинает терроризировать",http://fast-torrents.co/uploads/posts/2019-03/medium/155280540212so66.jpg
http://fast-torrents.co/2763-lyubov-pod-radugoy-2019.html,Любовь под радугой (2019),"Фильмы,Мелодрамы 2019","Люси не была уверена что сможет найти настоящую любовь, пока Джек не переезжает в город со своей дочерью Софи. Вместе они покажут ей, что никогда не поздно бежать за радугой.",http://fast-torrents.co/uploads/posts/2019-03/medium/155280510212so6b.jpg
http://fast-torrents.co/2762-hroniki-tayn-nespravedlivo-osuzhdennyy-2019.html,Хроники тайн: несправедливо осужденный (2019),"Фильмы,Детективы 2019","Спустя три года после пропажи было найдено тело девушки. Ранее ее муж был оправдан, поскольку улик не было, но теперь его признали виновным, и он просит Алекс Макпирсон о помощи.",http://fast-torrents.co/uploads/posts/2019-03/medium/155280480912so68.jpg
http://fast-torrents.co/2761-shtamm-himery-2018.html,Штамм химеры (2018),"Фильмы,Триллеры 2019,Драмы 2019","По злой иронии судьбы жена Питера, учёного-генетика, умирает от редкой генетической мутации. Узнав, что их дети унаследовали эту мутацию от матери и их ждёт такая же участь, он становится одержим",http://fast-torrents.co/uploads/posts/2019-03/medium/155280480312so69.jpg
http://fast-torrents.co/2760-v-poiskah-stiva-makkuina-2019.html,В поисках Стива Маккуина (2019),"Фильмы,Криминальные фильмы 2019,Мелодрамы 2019","Банда грабителей решает обчистить незаконные предвыборные фонды Ричарда Никсона. План, разумеется, даёт сбой, и приходится действовать по обстоятельствам.",http://fast-torrents.co/uploads/posts/2019-03/medium/155276340212snv9.jpg
http://fast-torrents.co/2759-ne-sostaritsya-2019.html,Не состарится (2019),"Фильмы,Боевики 2019,Триллеры 2019,Вестерны 2019,Драмы 2019","В небольшой набожный городок прибывает банда убийц и воров и начинает сеять смерть и хаос. В плюсе остаётся только местный гробовщик, хоронящий жертв.",http://fast-torrents.co/uploads/posts/2019-03/medium/155276310212snva.jpg
http://fast-torrents.co/2758-sten-i-olli-2018.html,Стэн и Олли (2018),"Фильмы,Комедии 2019,Драмы 2019","Худой британец Стэн Лорел и полный американец Оливер Харди стали одним из самых известных дуэтов американского классического кинематографа. До 1940 года они снимались на студии Roach, затем появились",http://fast-torrents.co/uploads/posts/2019-03/medium/155276280512snvb.jpg
http://fast-torrents.co/2757-toman-2018.html,Томан (2018),"Фильмы,Исторические фильмы 2019,Драмы 2019","Эта захватывающая историческая драма рассказывает о жизни ""чешского Шиндлера"", Зендека Томана. Спорная фигура, сомительный политик и такой же предприниматель.",http://fast-torrents.co/uploads/posts/2019-03/medium/155276250112snvc.jpg
http://fast-torrents.co/2756-raskrytie-2018.html,Раскрытие (2018),"Фильмы,Триллеры 2019","Внезапное появление албанки Веры в городе приводит к тому, что Жорди, только что приехавший из Аргентины на похороны своего дяди-министра, решает провести расследование..",http://fast-torrents.co/uploads/posts/2019-03/medium/155276220212sofm.jpg
http://fast-torrents.co/2755-otgoloski-voyny-2018.html,Отголоски войны (2018),"Фильмы,Боевики 2019,Триллеры 2019,Ужасы 2019","Два подростка играли в лесу и случайно нашли военный бункер. Сами того не зная, они выпустили на свободу призрака солдата Второй мировой войны, который считает, что на вверенную ему территорию",http://fast-torrents.co/uploads/posts/2019-03/medium/155269860212smhz.jpg
http://fast-torrents.co/2754-svinina-al-dente-2018.html,Свинина Аль Денте (2018),"Фильмы,Комедии 2019,Криминальные фильмы 2019",В маленьком немецком поселении полицейские редко хватаются за оружие. Только в исключительных случаях.,http://fast-torrents.co/uploads/posts/2019-03/medium/155269830512smqb.jpg
http://fast-torrents.co/2753-muzykalnaya-shkatulka-2018.html,Музыкальная шкатулка (2018),"Фильмы,Триллеры 2019","После смерти сестры и её мужа, Аннабель берёт их дочь Софи на воспитание и переезжает вместе с ней в более просторный дом. Однажды девочка находит во дворе таинственный ящик, внутри которого",http://fast-torrents.co/uploads/posts/2019-03/medium/155269830112smhy.jpg
http://fast-torrents.co/2752-prizraki-doma-svyaschennika-v-borli-2019.html,Призраки дома священника в Борли (2019),"Фильмы,Ужасы 2019","Согласно легенде именно в Борли Ректори обитало больше всего призраков в мире до того, как это знаменитое здание разрушил пожар накануне Второй Мировой Войны. Когда военный связист поселяется в доме",http://fast-torrents.co/uploads/posts/2019-03/medium/155269800612smsk.jpg
http://fast-torrents.co/2751-inoplanetyane-2018.html,Инопланетяне (2018),"Фильмы,Комедии 2019,Драмы 2019","Через видео, снятое на мобильный телефон, где человек в костюме пришельца дерётся с людьми, два репортёра выходят на трагическую историю Чэнь Лигэня. Тело его сына, погибшего в несчастном случае, так",http://fast-torrents.co/uploads/posts/2019-03/medium/155269770212sn4h.jpg
http://fast-torrents.co/2750-nomer-37-2018.html,Номер 37 (2018),"Фильмы,Триллеры 2019",Рэндал получает ранение в гангстерских разборках и оказывается прикован к инвалидному креслу. При этом он задолжал криминальному авторитету большую сумму денег.,http://fast-torrents.co/uploads/posts/2019-03/medium/155269740212snaa.jpg
http://fast-torrents.co/2749-nasilie-2018.html,Насилие (2018),"Фильмы,Драмы 2019","После случайной школьной перестрелки дочь ученого и сам стрелок погибли. И теперь доктор использует нано-роботов, чтобы изучить воспоминания психопата, найти причины насилия и способы его лечения.",http://fast-torrents.co/uploads/posts/2019-03/medium/155269710812sn4e.jpg
http://fast-torrents.co/2748-do-chego-dovodit-lyubov-2018.html,До чего доводит любовь (2018),"Фильмы,Криминальные фильмы 2019,Драмы 2019","Эмико - бедная мать-одиночка в разводе, у которой бывший муж пытается вытрясти деньги. Чтобы хоть как-то заработать, она устраивается в ""приличную"" службу секса по телефону.",http://fast-torrents.co/uploads/posts/2019-03/medium/155269710212sncd.jpg
http://fast-torrents.co/2742-apokalipsis-beskonechnaya-voyna-1918-1926-1918.html,Апокалипсис: Бесконечная война 1918-1926 (1918),"Фильмы,Документальные фильмы 2019","11 ноября 1918 года. Мир выходит из самого ужасного конфликта, который когда-либо был известен.",http://fast-torrents.co/uploads/posts/2019-03/medium/1552659002114ef2cdfcb7b8749bd9109d3f42afdfb.jpg
http://fast-torrents.co/2739-govard-lavkraft-i-bezumnoe-korolevstvo-2018.html,Говард Лавкрафт и Безумное Королевство (2018),"Фильмы,Мультфильмы 2019","Недавно вернувшись после предыдущего приключения, Говард Лавкрафт должен возглавить экспидицию в Антарктиду, чтобы предотвартить пробуждение Ктулху и уничтожение Земли!..",http://fast-torrents.co/uploads/posts/2019-03/medium/155265840912skfe.jpg
http://fast-torrents.co/2738-ischeznovenie-medelin-makkenn-1-sezon.html,Исчезновение Мэделин Маккэнн (1 сезон),"Фильмы,Документальные фильмы 2019","История Мадлен Макканн, девочки, которая пропала без вести во время отпуска в Португалии..",http://fast-torrents.co/uploads/posts/2019-03/medium/155265840619a3a9c055a59cdafa285b72f97b383be.jpg
http://fast-torrents.co/2737-chumovaya-semeyka-zombi-na-prodazhu-2019.html,Чумовая семейка: Зомби на продажу (2019),"Фильмы,Комедии 2019,Ужасы 2019","В корейской глубинке обычная семья держит обычную заправку, но у каждого ее члена свои жизненные приоритеты и отличное от других мнение, как надо вести бизнес, а пожилой глава семейства и вовсе хочет",http://fast-torrents.co/uploads/posts/2019-03/medium/155265810212sm8p.jpg
http://fast-torrents.co/2736-tvoy-muzh-budet-moim-2019.html,Твой муж будет моим (2019),"Фильмы,Триллеры 2019","Отношения Кейт и Дэна проходят проверку на прочность, когда в соседний дом переезжает одержимая Дэном Луиза, которая не остановится ни перед чем, пока не разрушит их семейную идиллию..",http://fast-torrents.co/uploads/posts/2019-03/medium/155265780212smt4.jpg
http://fast-torrents.co/2735-temnyy-mir-2019.html,Темный мир (2019),"Фильмы,Боевики 2019,Триллеры 2019","Действие фильма разворачивается в одном из районов Индии, где из года в год проходят так называемые голубиные гонки. Но для главных героев это не просто спорт, а возможность нелегально заработать,",http://fast-torrents.co/uploads/posts/2019-03/medium/155264040912sk9h.jpg
http://fast-torrents.co/2734-v-interesah-obschestva-2018.html,В интересах общества (2018),"Фильмы,Комедии 2019,Боевики 2019,Драмы 2019","Это история о нескольких ростовщиках и о том, как жесткая конкуренция между ними затрагивает ни в чем не повинных людей. Сюжет в основном касается стратегий, используемых кредиторами, чтобы получить",http://fast-torrents.co/uploads/posts/2019-03/medium/155264010212skpn.jpg
http://fast-torrents.co/2733-schaste-na-dvoih-2018.html,Счастье на двоих (2018),"Фильмы,Драмы 2019","Две семьи, каждая из которых несчастна по-своему, отправляются вместе на побережье, чтобы снова обрести себя. Однако, когда начинает казаться, что душевный покой - это несбыточная мечта, их всех",http://fast-torrents.co/uploads/posts/2019-03/medium/155263920812skaw.jpg
http://fast-torrents.co/2732-nereus-2019.html,Нереус (2019),"Фильмы,Триллеры 2019,Детективы 2019,Ужасы 2019","Во время визита к друзьям Сару начинают мучить видения, в которых её атакует неземное существо в бассейне. Вскоре она выясняет, что любой, кто взаимодействовал с водой в бассейне - в опасности.",http://fast-torrents.co/uploads/posts/2019-03/medium/155263920412skuu.jpg
http://fast-torrents.co/2731-klub-samoubiyc-2018.html,Клуб самоубийц (2018),"Фильмы,Триллеры 2019","Глубоко несчастная молодая затворница по имени Лиз натыкается в интернете на загадочное сообщество самоубийц, гарантирующее смерть любому, кто ее пожелает. Терзаемая любопытством, девушка вступает в",http://fast-torrents.co/uploads/posts/2019-03/medium/155263890712skaz.jpg
